qid,docno,score
11,91lzomwp,2.5
11,f7gv18qq,2.0
11,jfp9uumb,1.5
11,cxxk09t2,1.5
11,9kw5r0bw,1.0
11,pnnkfid0,1.0
11,z8goazar,1.0
11,5043wcdt,1.0
11,zc9beurr,1.0
11,r5te5xob,1.0
11,n6b0r92e,1.0
11,3zh8jmc2,1.0
11,wccv8a9s,1.0
11,0tqwjdhd,0.3
11,8t6rsvqz,0.2
11,543aq9dx,0.2
11,mciwp44p,0.2
11,ttu6xum8,0.2
11,x2krb0pq,0.2
11,b04lq3b2,0.2
11,xrhqisii,0.2
11,e67ky5tr,0.2
11,absjerdt,0.2
11,1zpcijm0,0.2
11,8cbjhh1z,0.2
11,65yov3n4,0.2
11,37ojix5j,0.2
11,vt96fwgu,0.2
11,sdlhh79b,0.2
11,m855sd72,0.2
11,a8w5cs6k,0.2
11,raayrjmd,0.2
11,g0pk8dw3,0.2
11,4fh74es6,0.2
11,1x2urcj9,0.2
11,cin2qol8,0.2
11,6a3ga6v9,0.2
11,0nezjes6,0.2
11,6f8vyziv,0.2
11,sd3lqg4h,0.2
11,gx5mw6jo,0.2
11,w52dc97h,0.2
11,2b1vjhgn,0.2
11,3epjrjwa,0.1
11,m9ni2883,0.1
11,sx9r8gth,0.1
11,531twx5p,0.1
11,k3z30aaw,0.1
11,z6ndprmm,0.1
11,wl7mff4t,0.1
11,bbjmcdo5,0.1
11,ltdajnyy,0.1
11,eiqypt0m,0.1
11,vg42z900,0.1
11,vixb9v8v,0.1
11,klzs6hqy,0.1
11,bxeoso4k,0.1
11,6sfleb1b,0.1
11,dhdyxnr3,0.1
11,w1csq51z,0.1
11,iy6qzq58,0.1
11,ak17aznz,0.1
11,xxt4g8gq,0.1
11,q5s79p6n,0.1
11,ge7qt256,0.1
11,sluqq1px,0.1
11,fmgnavfq,0.1
11,llilwq1u,0.1
11,locc5lgj,0.1
11,gw2cow0d,0.1
11,owm0ycu0,0.1
11,7lohh5ty,0.1
11,lbtdex4p,0.1
11,f9tg6xsg,0.1
11,7qd03xfi,0.0
11,usvz287e,0.0
11,3vkxrsbd,0.0
11,bzwfs0i5,0.0
11,nepgttxf,0.0
12,2jq626ye,9.5
12,9kw5r0bw,9.0
12,zxe95qy9,8.5
12,dr1ym2mb,8.5
12,0dpqgi1r,8.5
12,ltdajnyy,8.5
12,5043wcdt,8.5
12,25dcnext,8.5
12,s25jy7ur,8.5
12,o2q488ts,8.5
12,7lohh5ty,8.5
12,qfl3i7c6,8.5
12,7l8lqi1e,8.5
12,h1eqnzn3,8.5
12,5bjkn2j2,8.5
12,jfp9uumb,7.5
12,er9kqdjw,7.5
12,0tqwjdhd,7.5
12,kfbbhh09,7.5
12,jk7vng3v,6.8
12,uvs3waq5,6.5
12,tmydzyiq,4.5
12,mzn448zk,4.5
12,c022ogee,4.5
12,0q2ky9gd,3.5
12,k4qwb7k8,3.5
12,nhs5uocx,3.5
12,4qrg6lqu,3.5
12,zssgqpv7,3.5
12,u6l7gzax,3.5
12,ozigndov,3.5
12,stteun89,2.5
12,zid9e20z,2.5
12,iv753tly,2.5
12,k3z30aaw,2.5
12,8y24j34j,2.5
12,ul8wjrmy,2.5
12,vmmlxr0o,2.5
12,bzex0385,2.5
12,7qd03xfi,2.5
12,qjab20j6,2.5
12,jd4ym0u7,2.5
12,klzs6hqy,2.5
12,84p3mem3,2.5
12,1c1y49yo,2.5
12,uplr1gls,1.5
12,c7ftqru8,1.5
12,4h02bb70,1.2
12,cmw0lgpd,1.0
12,gl9cjmno,1.0
12,kvuy06ln,1.0
12,l9c1x7tb,1.0
12,t7004uw2,1.0
12,ylpa702c,1.0
12,ekdf65zr,1.0
12,ge7qt256,1.0
12,4y5ofjgt,1.0
12,x2ykm7gq,0.3
12,2hchnlwb,0.2
12,543aq9dx,0.2
12,dhdyxnr3,0.2
12,ezz0fcbb,0.2
12,pdjsy9a0,0.2
12,lbtdex4p,0.2
12,qfv8ifvl,0.2
12,i70ztypg,0.2
12,cxnoemdo,0.2
12,iy6qzq58,0.2
12,va77ivw7,0.2
12,8cbjhh1z,0.2
12,6zrv687k,0.2
12,mciwp44p,0.2
12,bw6ralqj,0.2
12,5xn4atcu,0.2
12,7lvyg0ea,0.2
12,0xwkte0d,0.2
12,qz68gtd4,0.2
12,2tji14il,0.2
12,rd0g5j55,0.2
12,6sfleb1b,0.1
12,r6xo0hqi,0.1
12,7mfc4mee,0.1
12,7xp143nc,0.1
12,njzyu4mv,0.1
12,37ojix5j,0.1
12,9pmg7l7h,0.1
12,xd3zxx0c,0.1
12,mj63cvwe,0.1
12,bdh9k0ja,0.1
12,kg1v0pz0,0.1
12,afwxps4b,0.1
12,bxeoso4k,0.1
12,pjearubt,0.1
12,dp90eo2u,0.1
12,n6b0r92e,0.1
12,zec9pnet,0.1
12,zy2yc8gs,0.1
12,bswndfvk,0.1
12,drhl264f,0.1
12,qqy1xgta,0.0
13,4rj2agn2,9.0
13,t14wnsi1,9.0
13,tvlpu6j4,8.5
13,x4hdxx1t,8.5
13,q9lfnu6s,8.5
13,7x1mqqmf,8.5
13,jiw3cji1,8.5
13,a8w5cs6k,8.5
13,hp5x637c,8.5
13,g7pigmgc,8.5
13,2jq626ye,8.5
13,2yhbopjy,8.5
13,cin2qol8,8.5
13,8y24j34j,7.5
13,g06l1j0h,7.5
13,jy63p793,7.5
13,6eb2jgl7,7.5
13,gs75ebo4,7.5
13,4fmcwf9x,7.5
13,9xbu4hnq,7.5
13,ekdf65zr,7.5
13,26pbzbxz,7.5
13,aq3ho77b,7.5
13,36gbl7tu,7.5
13,vpm9drvz,7.5
13,jm3uzg2i,7.5
13,9hrp07zo,7.5
13,803pdzy7,6.8
13,qh1barua,6.5
13,zfpg6dgj,6.5
13,cxnoemdo,6.5
13,do19p0xi,6.5
13,xd3zxx0c,3.5
13,6sfleb1b,3.5
13,nzxpo4sd,3.5
13,bjb38t6o,3.5
13,30s14h9j,3.5
13,m5g5zaqu,3.2
13,hwywzb0a,3.0
13,7mfc4mee,2.5
13,qqy1xgta,2.5
13,t6cnjwpd,2.5
13,9e9523i8,2.5
13,pebc17zw,2.5
13,sx001m2a,2.5
13,x6uatd7j,2.5
13,p6a3j6mr,2.5
13,1t8jmunt,2.5
13,mwew2dbb,2.5
13,e1yzrc6n,1.5
13,yqgx4bmg,1.0
13,fyrvu4u6,1.0
13,782iew86,1.0
13,kfwbqp4p,1.0
13,gnz96tzj,1.0
13,662lpdx5,1.0
13,2hbxvvpw,0.3
13,jy7j8sh0,0.3
13,7xp143nc,0.2
13,njzyu4mv,0.2
13,c1r10fy6,0.2
13,bdh9k0ja,0.2
13,pdjsy9a0,0.2
13,zy5m8xc8,0.2
13,fbe47bgi,0.2
13,nfibuobt,0.2
13,i8gk3xi1,0.2
13,82nhvcdw,0.2
13,2hchnlwb,0.2
13,weiqdxi7,0.2
13,5gp8wg9w,0.2
13,yrju4spi,0.2
13,cj4zlr3c,0.2
13,6nas74q1,0.2
13,qz68gtd4,0.2
13,zxtbnyho,0.1
13,kvuy06ln,0.1
13,bswndfvk,0.1
13,b6l0qshz,0.1
13,3009k19l,0.1
13,pjdogrs4,0.1
13,jai4aj6n,0.1
13,raikpuro,0.1
13,t0tewgvx,0.1
13,feohfmbo,0.1
13,f2vds1n7,0.1
13,mmd8ru3r,0.1
13,6r7d5n3l,0.1
13,mq4a4u40,0.1
13,02bo7pnl,0.1
13,p6ikd8ns,0.1
13,uj5gcvmd,0.1
13,8y7218oj,0.1
13,cqx9pjzr,0.1
13,ap4ro5me,0.1
13,wu7i548j,0.1
13,nquw7qga,0.1
13,uy90ulsy,0.1
13,6whm93w0,0.1
13,zmmef8gj,0.0
14,q9lfnu6s,9.0
14,24lz9tf1,9.0
14,iy6qzq58,8.7
14,4rj2agn2,8.5
14,pue5q5wp,8.5
14,tg6s41y3,5.5
14,k8mn9xkj,5.5
14,7lohh5ty,3.5
14,7mfc4mee,3.5
14,aq3ho77b,3.5
14,7lvyg0ea,2.5
14,u6ts87ur,2.5
14,ejv0gidp,2.5
14,6eb2jgl7,2.5
14,n6b0r92e,2.5
14,96v85b0a,2.5
14,hr99dwi7,2.5
14,ul8wjrmy,2.5
14,ttu6xum8,2.5
14,gnz96tzj,2.5
14,qbt142yj,2.3
14,2p7qrgx0,2.0
14,grgbjt2u,2.0
14,zfpg6dgj,1.5
14,xrhqisii,1.2
14,b9dk07tk,1.0
14,mkrpls2f,1.0
14,5qioku84,1.0
14,fvx0xof9,0.7
14,2hbxvvpw,0.3
14,63bos83o,0.2
14,feohfmbo,0.2
14,2hchnlwb,0.2
14,p9mbmfaq,0.2
14,ri7v2ka3,0.2
14,lrkscs71,0.2
14,xd3zxx0c,0.2
14,cqx9pjzr,0.2
14,0aiaklrn,0.2
14,weiqdxi7,0.2
14,8y24j34j,0.2
14,ovq737wt,0.2
14,nfibuobt,0.2
14,bcwcjf01,0.2
14,k8jzzqj0,0.2
14,qtwcbn7m,0.2
14,qdbcdn2j,0.2
14,llilwq1u,0.2
14,dhdyxnr3,0.2
14,vj4rvfte,0.2
14,z6ndprmm,0.2
14,vpm9drvz,0.2
14,2glwghfn,0.2
14,bea9x5j1,0.2
14,usvz287e,0.2
14,8iq93l2n,0.2
14,nge1itgk,0.2
14,5i66xf7d,0.2
14,pznpngmv,0.2
14,ndsc0rif,0.2
14,zxtbnyho,0.1
14,6sfleb1b,0.1
14,dzl07bs1,0.1
14,pdjsy9a0,0.1
14,uota1gu0,0.1
14,njzyu4mv,0.1
14,vn3gkugz,0.1
14,nzxpo4sd,0.1
14,bzex0385,0.1
14,k3z30aaw,0.1
14,33zi29bg,0.1
14,lar2m59n,0.1
14,yxuyhc7p,0.1
14,bswndfvk,0.1
14,nc96kxip,0.1
14,mq4a4u40,0.1
14,b6l0qshz,0.1
14,ap4ro5me,0.1
14,qqy1xgta,0.1
14,kvuy06ln,0.1
14,1wl7i7ch,0.1
14,wybmer7o,0.1
14,c2qdkz3o,0.1
14,bjg20xnk,0.1
14,5kyqqaic,0.1
14,vixb9v8v,0.1
14,zy3ynp7q,0.1
14,t8e8m6td,0.1
14,594mmlk8,0.1
14,cr0zskcw,0.1
14,ocg5siiy,0.1
14,cai6tqxq,0.1
14,z11eyby6,0.1
14,slxdonqi,0.1
14,ugbwvy6j,0.1
14,22ewkwma,0.1
14,qb7umsyu,0.1
14,8ut2p9p6,0.1
14,1rhy8td0,0.0
14,7750z41g,0.0
15,8y24j34j,8.5
15,2jq626ye,8.5
15,xwxgvdvp,8.5
15,jk7vng3v,8.5
15,qz68gtd4,7.5
15,3owcqt3d,7.5
15,vpm9drvz,7.5
15,994731g9,7.5
15,fbe47bgi,6.5
15,vmmlxr0o,6.5
15,5uzp3l0r,6.5
15,e1yzrc6n,6.5
15,m1jpza1z,6.5
15,2sm0pgt7,5.5
15,26pbzbxz,4.5
15,iblo9m4q,3.5
15,qcmsmfad,3.5
15,5lqy1gjj,3.5
15,dv04is8u,3.5
15,ibmi9ln8,2.5
15,feohfmbo,2.5
15,3009k19l,2.5
15,hwywzb0a,2.5
15,g06l1j0h,2.5
15,928pkpv2,2.5
15,1ct93xjk,2.0
15,gb1txu1o,2.0
15,mciwp44p,2.0
15,n5jgkq0m,2.0
15,gs75ebo4,1.2
15,fmgnavfq,1.2
15,lfvso15k,1.2
15,sufwsu77,1.2
15,6nas74q1,1.0
15,30s14h9j,1.0
15,18js044m,1.0
15,36gbl7tu,1.0
15,kesr5rkj,1.0
15,t7qk6evo,1.0
15,4qrg6lqu,1.0
15,7mfc4mee,0.2
15,ekdf65zr,0.2
15,llilwq1u,0.2
15,d5d3y7jf,0.2
15,x4hdxx1t,0.2
15,9e9523i8,0.2
15,bzex0385,0.2
15,kvuy06ln,0.2
15,l1lq8yga,0.2
15,3o0hv92q,0.2
15,64l96jwp,0.2
15,3zevsk0w,0.2
15,0xwkte0d,0.2
15,bzwfs0i5,0.2
15,cxnoemdo,0.2
15,f2vds1n7,0.2
15,803pdzy7,0.2
15,4enavqde,0.2
15,ttu6xum8,0.2
15,8ut2p9p6,0.2
15,wae6lekm,0.2
15,tkjkjd7w,0.2
15,jy7j8sh0,0.2
15,qva0jt86,0.2
15,uodw4iba,0.2
15,owm0ycu0,0.2
15,4cniomio,0.2
15,e67ky5tr,0.2
15,jai4aj6n,0.2
15,bjb38t6o,0.2
15,zxtbnyho,0.1
15,1qyuhbz0,0.1
15,6sfleb1b,0.1
15,782iew86,0.1
15,bi0tai8t,0.1
15,bswndfvk,0.1
15,pjdogrs4,0.1
15,nrq4ncdf,0.1
15,tvlpu6j4,0.1
15,xd3zxx0c,0.1
15,cj4zlr3c,0.1
15,njzyu4mv,0.1
15,5gp8wg9w,0.1
15,ovq737wt,0.1
15,6r7d5n3l,0.1
15,c1r10fy6,0.1
15,b6l0qshz,0.1
15,7xp143nc,0.1
15,av0wlbua,0.1
15,vf8z02nh,0.1
15,5ka9909n,0.1
15,xxt4g8gq,0.1
15,sluqq1px,0.1
15,cqx9pjzr,0.1
15,7e8px4vx,0.1
15,7s2m9v2k,0.1
15,sybnnma7,0.0
15,mmd8ru3r,0.0
15,33zi29bg,0.0
15,zmmef8gj,0.0
16,pue5q5wp,8.5
16,9l8nuz5g,7.5
16,xv3s8iao,6.5
16,2jq626ye,4.5
16,qz68gtd4,2.5
16,3868zydj,2.5
16,pzc4ivvg,2.5
16,howix091,2.5
16,9kizif98,2.5
16,w1csq51z,1.5
16,eanuy3iu,1.2
16,8y24j34j,1.0
16,18js044m,1.0
16,917uwsgx,1.0
16,xwxgvdvp,0.2
16,furt6xcn,0.2
16,jk7vng3v,0.2
16,zxtbnyho,0.2
16,llilwq1u,0.2
16,3009k19l,0.2
16,7e8px4vx,0.2
16,5lqy1gjj,0.2
16,ee0ai7p5,0.2
16,cqx9pjzr,0.2
16,ibmi9ln8,0.2
16,jozdnhgy,0.2
16,4qrg6lqu,0.2
16,iblo9m4q,0.2
16,x4hdxx1t,0.2
16,4fh74es6,0.2
16,3v97gcjc,0.2
16,b41j1ilr,0.2
16,n5jgkq0m,0.2
16,3no74e74,0.2
16,t8vmow9s,0.2
16,mxdlszoq,0.2
16,jb9kg3h0,0.2
16,k8mn9xkj,0.2
16,m855sd72,0.2
16,vuvgvz4n,0.2
16,z3in6bi2,0.2
16,iaceti4b,0.2
16,6nas74q1,0.1
16,7mfc4mee,0.1
16,kvuy06ln,0.1
16,1ct93xjk,0.1
16,p8h6zhnk,0.1
16,nrq4ncdf,0.1
16,mciwp44p,0.1
16,tkjkjd7w,0.1
16,bzwfs0i5,0.1
16,t7qk6evo,0.1
16,y9ezh49z,0.1
16,bzex0385,0.1
16,ttu6xum8,0.1
16,0xwkte0d,0.1
16,3saha2xq,0.1
16,24lz9tf1,0.1
16,13cii3on,0.1
16,xonek1g9,0.1
16,ms9qmisu,0.1
16,sufwsu77,0.1
16,9e9523i8,0.1
16,mmd8ru3r,0.1
16,t8e8m6td,0.1
16,vy0v0vkd,0.1
16,xxt4g8gq,0.1
16,5i66xf7d,0.1
16,njzyu4mv,0.1
16,qva0jt86,0.1
16,c6u30lwd,0.1
16,sdlhh79b,0.1
16,wae6lekm,0.1
16,5ka9909n,0.1
16,k9yjwnmt,0.1
16,g0pk8dw3,0.1
16,azvscejw,0.1
16,wbh06gzb,0.1
16,ekdf65zr,0.1
16,m6abyuvx,0.1
16,8pp9kou2,0.1
16,h776lmke,0.1
16,o4k7auph,0.1
16,1r1ueuk2,0.1
16,h9a81zoj,0.1
16,aq0e30o2,0.1
16,ud411cox,0.1
16,33zi29bg,0.1
16,7xauocti,0.1
16,8ut2p9p6,0.1
16,ak17aznz,0.0
16,6sfleb1b,0.0
16,eiqypt0m,0.0
16,d5d3y7jf,0.0
16,kbk9c5ck,0.0
16,f2vds1n7,0.0
16,c1r10fy6,0.0
16,sybnnma7,0.0
16,zmmef8gj,0.0
16,782iew86,0.0
17,2jq626ye,9.5
17,96v85b0a,9.0
17,5wz79c2l,8.5
17,qjab20j6,8.5
17,akri8qdk,8.5
17,ejv0gidp,8.5
17,fneo7cps,8.5
17,pnqlkgdj,8.5
17,u6ts87ur,8.5
17,ttu6xum8,8.5
17,a9o2dvke,8.5
17,abyxz7jw,8.5
17,fvx0xof9,8.5
17,270msv5l,8.5
17,24lz9tf1,7.5
17,odu5rl5q,7.5
17,m1jpza1z,7.5
17,531twx5p,7.5
17,g6ki6vyy,7.5
17,cxxk09t2,7.5
17,nepgttxf,6.8
17,n2ncamqh,5.8
17,a4ue2jot,4.5
17,vu9b5a14,3.5
17,543aq9dx,3.5
17,63bos83o,3.0
17,o55s1j25,2.5
17,1wl7i7ch,2.5
17,7l8lqi1e,2.5
17,epkw6222,2.5
17,ypefqm71,2.5
17,wg49stl6,2.5
17,tty2y9cv,2.5
17,drhl264f,2.5
17,xrhqisii,2.5
17,apy4zf3h,2.5
17,gnbpngef,2.5
17,ap4ro5me,2.0
17,hrfbygub,1.2
17,cxnoemdo,1.2
17,lhl4xj3l,1.0
17,25ykas09,1.0
17,bjg20xnk,1.0
17,bw6ralqj,1.0
17,auum3tn7,1.0
17,9l8nuz5g,1.0
17,dtvzwin8,1.0
17,xxt4g8gq,0.2
17,yxuyhc7p,0.2
17,22ewkwma,0.2
17,8dye7e9m,0.2
17,61cl4k8k,0.2
17,876vvri8,0.2
17,5j2n0l78,0.2
17,m8ktaq1w,0.2
17,n6b0r92e,0.2
17,3pnuzxqv,0.2
17,jq1xumrh,0.2
17,9717nzr7,0.2
17,6o0yrkdi,0.2
17,s5k59eq8,0.2
17,7lohh5ty,0.2
17,8pqf7dnm,0.2
17,22ylifqo,0.2
17,vixb9v8v,0.2
17,8dkj6ps3,0.2
17,li48ej86,0.2
17,7t4d4vvo,0.2
17,m3skoj50,0.2
17,j9qmw4zy,0.2
17,m31mb2kr,0.2
17,2hchnlwb,0.1
17,9p2n8tjx,0.1
17,8dbenul1,0.1
17,i70ztypg,0.1
17,5yhoiv76,0.1
17,njzyu4mv,0.1
17,klzs6hqy,0.1
17,7xp143nc,0.1
17,i7x50taa,0.1
17,bxbogskm,0.1
17,ews6n5qc,0.1
17,k3z30aaw,0.1
17,on8chko9,0.1
17,8n0tvm0w,0.1
17,bswndfvk,0.1
17,i99pgmd1,0.1
17,9kw5r0bw,0.1
17,xyc6a1fw,0.1
17,d0eur1hq,0.1
17,gtbkrrsr,0.1
17,cyrijv7b,0.1
17,bqount8a,0.1
17,kxrzv16n,0.1
17,w1csq51z,0.1
17,mugsglc0,0.1
17,ekdf65zr,0.1
17,xypscjiq,0.1
17,aidohvlu,0.1
17,2bsk6oh7,0.1
18,5043wcdt,9.0
18,3kzuvyqx,9.0
18,36bfeoqv,8.5
18,hq0owf31,8.5
18,baxxcyji,8.5
18,2r62jqsx,8.5
18,2jq626ye,8.5
18,r3in76wm,8.5
18,s25jy7ur,8.5
18,5bjkn2j2,8.5
18,mewo9w43,8.5
18,dhdyxnr3,8.5
18,326ezqdc,8.5
18,vmmlxr0o,8.5
18,ylpa702c,8.5
18,9a163ad7,8.5
18,9rxv6fy9,8.5
18,u6ts87ur,8.5
18,jydbfyvn,8.5
18,a9o2dvke,8.5
18,2ax1e7zw,8.5
18,j35b7917,8.5
18,4h02bb70,8.5
18,69tz7sph,8.5
18,184kmuiy,8.5
18,a05ev6dx,8.5
18,umvrwgaw,7.8
18,543aq9dx,7.5
18,pp8kmpz7,7.5
18,mnvievju,7.5
18,6zrv687k,7.5
18,72oh3vze,7.5
18,26pbzbxz,7.5
18,qevosik3,7.5
18,opmzutdq,7.5
18,2yhbopjy,7.5
18,c6elsnag,7.5
18,j68x0yd1,7.5
18,qnya50mf,7.5
18,rkdvds4t,7.5
18,ul8wjrmy,6.8
18,iv753tly,6.8
18,n55xvwkf,6.8
18,0q2ky9gd,6.5
18,270msv5l,6.5
18,z8goazar,6.5
18,9l8nuz5g,6.5
18,odu5rl5q,4.5
18,jd4ym0u7,4.5
18,8pqf7dnm,4.5
18,qij0248p,2.5
18,k3z30aaw,2.5
18,dg10rf2f,2.5
18,xcrm9b5u,2.5
18,oyajv16r,2.5
18,tm7krxxw,2.5
18,jppjqdi0,2.5
18,j9qmw4zy,2.5
18,c2qdkz3o,2.0
18,dzzlpz4o,2.0
18,25cawzi0,2.0
18,n6b0r92e,1.5
18,qe5lg8jn,1.0
18,akri8qdk,1.0
18,j6txbpz4,1.0
18,6u80p5sj,0.3
18,2hchnlwb,0.2
18,dc7fn26s,0.2
18,kn49944q,0.2
18,chy7096f,0.2
18,t8vmow9s,0.2
18,uq88w4fm,0.2
18,9pmg7l7h,0.2
18,feohfmbo,0.2
18,4jnovvnp,0.2
18,ye3k61vt,0.2
18,mzsoh16g,0.2
18,jppa2pbw,0.2
18,6ws8q379,0.2
18,fneo7cps,0.2
18,hwywzb0a,0.2
18,o1x8c9o4,0.2
18,1fgz2fyr,0.2
18,upuy8wvc,0.2
18,9717nzr7,0.1
18,4jdn4kw6,0.1
18,r6xo0hqi,0.1
18,pdjsy9a0,0.1
18,1k2kfzfx,0.1
18,6sfleb1b,0.1
18,bxeoso4k,0.1
18,5hifn0cf,0.1
18,ibmi9ln8,0.1
18,0tk38fs4,0.1
18,iy6qzq58,0.1
18,bzex0385,0.1
18,kvuy06ln,0.1
18,ev4pasbk,0.1
18,wrru98zg,0.1
18,txjj28jq,0.1
19,qs7eo6v6,9.0
19,9l8nuz5g,8.5
19,z8goazar,8.5
19,08dljap3,8.5
19,p2buyrcj,8.5
19,2jq626ye,8.5
19,nm9lo1ov,8.5
19,ylpa702c,8.0
19,6ws8q379,8.0
19,zgd60laj,7.5
19,xsh5bwcx,7.5
19,917uwsgx,7.5
19,ofpcgxce,7.5
19,cjqsaepz,7.5
19,zx6m2zgi,7.5
19,994731g9,7.5
19,pzc4ivvg,6.5
19,gzl4zvhy,6.5
19,zhauwxye,5.0
19,87v65ge6,3.5
19,vyjfni1v,3.5
19,femlz8z2,3.5
19,270msv5l,3.5
19,mfu2ejwl,3.5
19,i03fyaz8,2.5
19,zssgqpv7,2.5
19,y9ezh49z,2.5
19,517gka4h,2.5
19,a9o2dvke,2.5
19,k5g8ebqg,2.5
19,pnqlkgdj,2.5
19,8bx0y6g9,2.0
19,mzsoh16g,1.2
19,2h6es4x4,1.2
19,lq8h1pc6,1.2
19,u6ts87ur,1.0
19,t0oz35cm,1.0
19,2tji14il,0.2
19,8n0tvm0w,0.2
19,vmmlxr0o,0.2
19,k3z30aaw,0.2
19,mx6i2781,0.2
19,kxrzv16n,0.2
19,ndsc0rif,0.2
19,kn49944q,0.2
19,zwffw6ur,0.2
19,543aq9dx,0.2
19,9zl1yb1z,0.2
19,pjdogrs4,0.2
19,fvx0xof9,0.2
19,85kn968m,0.2
19,rq08bhu9,0.2
19,v06dpgoi,0.2
19,gvom0f13,0.2
19,yxuyhc7p,0.2
19,dtvzwin8,0.2
19,qevosik3,0.2
19,x2ykm7gq,0.2
19,36bfeoqv,0.2
19,mid2w6yo,0.1
19,c2qdkz3o,0.1
19,4hygz05o,0.1
19,cy7j31wq,0.1
19,kvuy06ln,0.1
19,9717nzr7,0.1
19,drhl264f,0.1
19,7ydmp1pd,0.1
19,s4xlrav8,0.1
19,7lohh5ty,0.1
19,rd0g5j55,0.1
19,on8chko9,0.1
19,t7004uw2,0.1
19,25ykas09,0.1
19,dvw4ajtv,0.1
19,iy6qzq58,0.1
19,zar4py7o,0.1
19,594mmlk8,0.1
19,llilwq1u,0.1
19,vhk8yho9,0.1
19,0vlkahyu,0.1
19,usvz287e,0.1
19,c5r1v8me,0.1
19,gc84k214,0.1
19,7mfc4mee,0.1
19,mwew2dbb,0.1
19,dzl07bs1,0.1
19,gfqbdj0h,0.1
19,bjg20xnk,0.1
19,73mqgofa,0.1
19,jzwcy7dr,0.1
19,rb9xdzro,0.1
19,wfkk7dsm,0.1
19,nfibuobt,0.1
19,fsxcw36r,0.1
19,o1x8c9o4,0.1
19,n01rgqyv,0.1
19,bqount8a,0.1
19,lar2m59n,0.0
19,1rhy8td0,0.0
19,2z14p4oh,0.0
20,2jq626ye,9.5
20,67rycbiy,9.2
20,r8fmq65g,9.0
20,0qkzd2w4,9.0
20,t7rxmzvi,8.6
20,3lg076wx,8.5
20,etzzlryf,8.5
20,ftqtubid,8.5
20,4chfqgrc,8.5
20,57q69icp,8.5
20,7s25wc6p,8.5
20,aj7ybyl0,8.5
20,ttgs3ut9,8.5
20,vhlshqbc,8.5
20,ltbqowhv,8.5
20,arczqdza,8.5
20,p37rw8dh,8.5
20,6ek80l79,8.5
20,mx4t6s6n,8.5
20,w3baah6c,8.5
20,hzr4oel0,8.5
20,0ic7twhy,8.5
20,gk84fnb9,8.5
20,b5rh0org,8.5
20,2zj8gkif,8.5
20,h8s067qr,8.5
20,226ne81d,8.5
20,ary5eafy,8.5
20,2vo80sry,8.5
20,270msv5l,8.5
20,qk37euo4,8.5
20,nxx22lcu,8.5
20,xzb0sw2z,8.5
20,fdjjl1h7,7.5
20,wgl146rn,7.5
20,0rmuvb5i,7.5
20,k7myxo6p,7.5
20,0vozochc,7.5
20,sdjqth8d,7.5
20,k2crv9qb,7.5
20,7h8vvim7,7.5
20,wup6tig0,7.5
20,a9sj00y8,7.5
20,3zh8jmc2,7.5
20,7krm2d20,7.5
20,797781dl,7.5
20,7lyccvm5,7.5
20,rcq7435y,7.5
20,pn1dv5hi,7.5
20,04rqb236,6.5
20,o7ttiu97,6.5
20,pnroqceq,3.8
20,8puran80,3.5
20,mtgtss0m,3.5
20,onpmkjaz,3.5
20,t0oz35cm,2.5
20,tsuz3j40,2.5
20,24lz9tf1,2.5
20,mwew2dbb,2.5
20,zkudc8ww,1.0
20,ndsc0rif,1.0
20,2yhbopjy,1.0
20,m1jpza1z,0.3
20,d99opco3,0.3
20,swydza6s,0.3
20,hynkb0a8,0.2
20,cin2qol8,0.2
20,473qbg0u,0.2
20,diemj28t,0.2
20,i8znp72t,0.2
20,fyztb8d9,0.2
20,f59c4idd,0.2
20,cxxk09t2,0.2
20,d93d3mds,0.2
20,8mbqkzpu,0.2
20,xibqsjib,0.2
20,5dmrpes6,0.2
20,q46tddfh,0.2
20,e2txo10z,0.2
20,p6ikd8ns,0.1
20,p7feodk1,0.1
20,9717nzr7,0.1
20,fvfl0bn1,0.1
20,mjx8jmz8,0.1
20,r2sz2dm9,0.1
20,av2gxfxy,0.1
20,z6ndprmm,0.1
20,nepgttxf,0.1
20,ehoo6fcr,0.1
20,rhld75dy,0.1
20,vnwpzsu8,0.1
20,0oq4kkn5,0.1
20,f0ncxqbx,0.1
20,5yhoiv76,0.1
20,dzl07bs1,0.1
20,b6l0qshz,0.1
20,u1xbkaq0,0.1
20,qwrdr92h,0.1
20,9wyb7l3o,0.1
20,nybuhief,0.0
21,rw27f7qh,9.5
21,cq27eq5h,9.5
21,lq9tp20z,9.5
21,ihad1sqp,8.5
21,k8mn9xkj,8.5
21,36fljyl2,8.5
21,30ulsqqu,8.5
21,n0s0cyv2,8.5
21,fg0svwx9,8.5
21,j5p5mtiq,8.5
21,t7qk6evo,8.5
21,0jlsaypc,8.5
21,40n3g79a,8.5
21,a4bspoii,8.5
21,mu5u5bvj,8.5
21,y5t5wuha,8.5
21,4t4ai34e,8.5
21,qpjvmwmp,7.8
21,hnk7ok3f,7.5
21,ya9klbbm,7.5
21,ozigndov,7.5
21,w0763esk,7.5
21,zshd7i9i,7.5
21,b41j1ilr,7.5
21,zkgprc4u,7.5
21,3b46oj29,6.8
21,owm0ycu0,6.5
21,66yurgph,6.5
21,94pkc7r5,3.5
21,5i66xf7d,3.5
21,ghm1hvei,3.5
21,5kqtxh6t,3.5
21,3o0hv92q,2.5
21,tvlcsv2t,2.5
